Url,Status,Response,Error_Type,Error_Code,Cert_DNS,Cause_Code
https://st2-kic.smartdesk.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://st2-ngfts.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://st2-upgfts.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://stage.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://staging.idlicense.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,none,CERT_HAS_EXPIRED
https://stg.mylgpay.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://stgadmin3.srch.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://stream.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://strs.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:nsfr.lge.com, DNS:www.nsfr.lge.com",ERR_TLS_CERT_ALTNAME_INVALID
https://sttmsg-test.lge.com,Valid,403 Forbidden,none,none,none,none
https://studiolearning.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:learning.lge.com, DNS:glms.lge.com, DNS:hiteleservicehrd.lge.com, DNS:hrd.lge.com, DNS:swmooc.lge.com",ERR_TLS_CERT_ALTNAME_INVALID
https://su-cdn.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://supermulti.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://supplier-collaboration.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://survey.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:learning.lge.com, DNS:glms.lge.com, DNS:hiteleservicehrd.lge.com, DNS:hrd.lge.com, DNS:swmooc.lge.com",ERR_TLS_CERT_ALTNAME_INVALID
https://sv.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://svcagent.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:*.lg.com, DNS:lg.com",ERR_TLS_CERT_ALTNAME_INVALID
https://svcinfo.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://svcportal.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://svcvod.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://svlvpn.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://svmscn.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:lgekrb2bi.lge.com, DNS:www.lgekrb2bi.lge.com, DNS:chrs2.lge.com, DNS:www.chrs2.lge.com, DNS:sealch.lge.com, DNS:www.sealch.lge.com, DNS:chis.lge.com, DNS:www.chis.lge.com, DNS:sim.lg.com.cn, DNS:www.sim.lg.com.cn, DNS:ezretailshop.lge.com, DNS:www.ezretailshop.lge.com, DNS:mdas.lg.com.cn, DNS:www.mdas.lg.com.cn, DNS:dx-view.lg.com.cn, DNS:www.dx-view.lg.com.cn, DNS:weixinfuwuhao.lg.com.cn, DNS:www.weixinfuwuhao.lg.com.cn, DNS:cnmas2.lg.com.cn, DNS:www.cnmas2.lg.com.cn",ERR_TLS_CERT_ALTNAME_INVALID
https://svmscn.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:lgekrb2bi.lge.com, DNS:www.lgekrb2bi.lge.com, DNS:chrs2.lge.com, DNS:www.chrs2.lge.com, DNS:sealch.lge.com, DNS:www.sealch.lge.com, DNS:chis.lge.com, DNS:www.chis.lge.com, DNS:sim.lg.com.cn, DNS:www.sim.lg.com.cn, DNS:ezretailshop.lge.com, DNS:www.ezretailshop.lge.com, DNS:mdas.lg.com.cn, DNS:www.mdas.lg.com.cn, DNS:dx-view.lg.com.cn, DNS:www.dx-view.lg.com.cn, DNS:weixinfuwuhao.lg.com.cn, DNS:www.weixinfuwuhao.lg.com.cn, DNS:cnmas2.lg.com.cn, DNS:www.cnmas2.lg.com.cn",ERR_TLS_CERT_ALTNAME_INVALID
https://svpc.lge.com,Invalid,read ECONNRESET,Error,ECONNRESET,none,ECONNRESET
https://swd.th.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://swedo1.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://swfarmhub.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://swmooc.lge.com,Valid,200 OK,none,none,none,none
https://system-tools.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://systemtools.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://t.lgehkedm.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,DNS:t.edm.watsonswater.com,ERR_TLS_CERT_ALTNAME_INVALID
https://tams.lge.com,Valid,200 OK,none,none,none,none
https://tart.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:*.tart-lge.com, DNS:tart-lge.com",ERR_TLS_CERT_ALTNAME_INVALID
https://tart-dcc.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tbims.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tbmail.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tcdnus.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tcdnust.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tcdunust.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tce.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://td2.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://teleaic.lge.com,Invalid,socket hang up,Error,ECONNRESET,none,ECONNRESET
https://teleeic.lge.com,Invalid,socket hang up,Error,ECONNRESET,none,ECONNRESET
https://telekic.lge.com,Invalid,socket hang up,Error,ECONNRESET,none,ECONNRESET
https://telepresence.lge.com,Valid,200 OK,none,none,none,none
https://tempclass.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://test-ksut.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://test.ipo.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://test.lgtalk.lge.com,Invalid,connect ECONNREFUSED 85.114.17.234:443,Error,ECONNREFUSED,none,ECONNREFUSED
https://test1.au.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://test3.au.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://testbed.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://testgcuv.lge.com,Invalid,connect ECONNREFUSED 165.244.62.249:443,Error,ECONNREFUSED,none,ECONNREFUSED
https://tgcutting.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
